question_id,question_index,question,option_a,option_b,option_c,option_d,correct_answer,predicted_answer,is_correct,raw_response,timestamp,subject
83935f21-0298-409f-aabc-ac42dc4c0e00,118,Types of pocket respectively:,"Simple pocket, compound pocket, complex pocket.","Simple pocket, complex pocket, compound pocket.","Compound pocket, simple pocket, complex pocket.","Simple pocket, compound pocket, tertiary pocket.",A,B,0,B,2025-06-08T09:02:09.010791,Dental
d053ff7a-d056-4da2-b124-68610654796f,119,Depression of mandible is achieved by:,Digastric,Lateral pterygoid,Geniohyoid,All of the above,D,A,0,A,2025-06-08T09:02:10.949886,Dental
565d9d77-689a-4e68-bd65-7016980692ba,120,"The	cotton	applied	to	the	pulpal	stumps	in	the
formocresol pulpotomy technique should be",Slightly dampened with formocresol,Saturated with formocresol,Left for 2 hours in the cavity,Sealed until the next appointment.,A,A,1,A,2025-06-08T09:02:12.685475,Dental
1cecd58f-d0c8-446a-adf8-d07dd796ec0e,121,Landmark for pup chamber opening is :,CEJ,Cervical third of crown,Level of alveolar bone,Enamel,A,A,1,A,2025-06-08T09:02:14.311252,Dental
e3840b78-8e45-4c14-83da-2a1ed7178d7e,122,Which of the following is used for etching porcelain?,1.23% HF,4% HF,9.6% HF,37% HF,C,C,1,C,2025-06-08T09:02:16.176828,Dental
80ca7074-85db-4ead-9b69-23c32b811d94,123,Halo effect surrounding the root of tooth on IOPA X-Ray is seen with?,Horizontal root fracture,Root caries,Widening of periodontal ligament space,Periapical-periostitis,D,A,0,A,2025-06-08T09:02:18.152023,Dental
0bac3e65-9fec-4c0b-b29e-251ebc04aec0,124,A temporary bridge constructed from a synthetic resin,Is not required when the missing tooth is provided on a partial denture,Should be cemented with a polycarboxylate cement to ensure retention between the preparation and fitting stages,Should have the same buccal and lingual contours as the permanent bridge,Should restore the occlusion to the same extent as the permanent bridge,D,C,0,C,2025-06-08T09:02:19.962706,Dental
36926004-cb1c-46b4-a6b2-f12c13dd8ab3,125,What is the thickness of cement-dentinal junction?,1-2 μm,2-3 μm,3-4 μm,4-5 μm,B,A,0,A,2025-06-08T09:02:21.763339,Dental
04adb80a-e020-4328-a871-e403f6d5861f,126,Which of the following appliances is not used for slow maxillary expansion?,Jack screw,Coffin spring,Quad helix appliance,Hyrax appliance,D,D,1,D,2025-06-08T09:02:23.687682,Dental
d321d320-c06f-4d18-9aa2-dae718851dfd,127,For how long should NiTi files be submerged in NaOCl at 122-degree F to prevent damage to file corrosion,20 mins,45 mins,60 mins,2 hours,C,A,0,A,2025-06-08T09:02:25.204053,Dental
a8be5273-87e4-42d6-bdd2-e3ce0ba892c1,128,True about meningococcal vaccine is -,Capsule polysaccharide act as a virulent factor for the production of antibody,Conjugate vaccine is not given in outbreaks,Polysaccharide vaccine should be given to children below 2 years of age,Vaccine with polysaccharide B is immunogenic,A,A,1,A,2025-06-08T09:02:26.701681,Dental
6ccd520c-4355-48c5-8635-66b64dd157f1,129,Antempasterior relation of jaws is measured by:,ANB angle,Angle between SN & FH Plane,Angle between SN & mandibular plane,Facial angle,A,A,1,A,2025-06-08T09:02:28.450705,Dental
2e4dea82-5bec-438e-a674-0f317e467e70,130,Gold Standard for evaluation of any obstruction in the nasal pathway:,Mirror test.,Butterfly test.,Rhinomanometry.,To check the size of nostril.,C,C,1,C,2025-06-08T09:02:30.227612,Dental
ef077628-a770-4538-9639-2162ba1fcdcf,131,Which of the following is the common factor for the initiation of both dental caries and periodontal disease,bacterial plaque,lactic acid,calculus,no common factor,A,A,1,A,2025-06-08T09:02:31.776952,Dental
b7021f6a-0299-49df-a478-009fe45c5d92,132,Hidden X suture proves to be a novel suturing technique for:,Alveolar ridge preservation,Apical repositioning flap,Coronal repositioning flap,Papillae repositioning flap,A,D,0,D,2025-06-08T09:02:33.638531,Dental
7d79778c-de93-4463-b0d4-13ae234adaa8,133,"Denture cleaning tablets include all, EXCEPT",Hydrogen peroxide,Alkaline material,Sodium perborate,Detergent,A,A,1,A,2025-06-08T09:02:35.342273,Dental
4135c1a9-44e4-4872-a329-3cc4b7c1a587,134,Which of the following is common to both zinc eugenol cement and polycarboxylate cement?,Polyacrylic acid is liquid,Chemical bond to tooth structure,Chelation,Substitution of eugenol by EBA to increase strength of cement,C,B,0,B,2025-06-08T09:02:36.915140,Dental
de4374af-70ba-41e4-b46a-5159e73a690e,135,In full tooth borne dentures occlusal rests transmits _________ percentage of occlusal forces to teeth:,50%,70%,80%,100%,D,A,0,A,2025-06-08T09:02:38.434126,Dental
ee904a2e-7494-46ef-b976-22be596ed44f,136,Subantimicrobial dose of doxycycline is,20 mg doxycycline,60 mg doxycycline,80 mg doxycycline,150 mg doxycycline,A,A,1,A,2025-06-08T09:02:40.035958,Dental
0215b959-5db1-413b-b23e-466268b727ce,137,In mandibular primary second molar true statement is,ML is largest cusp and distobuccal is smallest,All buccal cusp are fo same size> all lingual cusp are of same size,DB is largest cusp,All of the above,B,A,0,A,2025-06-08T09:02:42.017377,Dental
7cca234a-7ab2-4afa-980e-6772bf3c3f31,138,The advantage of ultra speed hand piece is:,Low frequency and high amplitude make the patient comfortable,High frequency and low amplitude do not let the patient perceive pain,Less trauma,None of the above,B,C,0,C,2025-06-08T09:02:43.626694,Dental
ed4c848b-b400-4d78-9c27-417bb44cced3,139,Highest incidence of atypical root canal or root among all teeth is seen in,Mandibular 1st premolar,Mandibular canine,Maxillary 1stpremolar,Mandibular 2nd premolar,A,A,1,A,2025-06-08T09:02:45.134375,Dental
c3a007df-7c45-4ef1-a1b9-9814f4045ad2,140,The microwave method of processing resin is better than the conventional in that it provides:,Better shine,Less porosity,Less shrinkage,Color stability,B,B,1,B,2025-06-08T09:02:46.906442,Dental
f84f7b85-5106-4170-a49c-de1d0bc8bc7c,141,Example of excavator are all except:,Hoe,Ordinary hatchet,Enamel hatchet,Angle former,C,D,0,D,2025-06-08T09:02:48.931425,Dental
00aa1776-c20f-40c5-9412-11932a24f9bf,142,Strain is defined as:,An applied load or force,A deformation resulting from an applied load,An external force opposing an applied load,An internal force opposing an applied Load,B,A,0,A,2025-06-08T09:02:50.522473,Dental
769fac02-71ac-4554-bade-5d6a9a5edfb4,143,Which cement is irritating to the pulp?,Carboxylate cement,Zinc oxide-eugenol cement,Zinc phosphate,Ethoxybenzoic acid,C,C,1,C,2025-06-08T09:02:53.186205,Dental
9a4a67be-7443-404f-b8fe-48173b84046b,144,Is it possible to remove centric interference and working interference by reducing supporting cusps in natural dentition:,Yes,No,Yes but we should avoid it,It is not possible to remove both the interferences simultaneously.,C,A,0,A,2025-06-08T09:02:54.955084,Dental
c68dea51-2e4e-4276-89b2-30b2337be400,145,"When a dentist says that "" I cannot fix your teeth if you do not open your mouth wide:"" He is employing:",Problem ownership.,Voice control,Tolerance.,Flexibility.,A,B,0,B,2025-06-08T09:02:56.948658,Dental
0fd4145e-dd41-4526-be14-77e4dc457b1d,146,Metallic taste is due to SnF in saliva is,Stannous triphosphate,Stannic triphosphate,Tin hydroxyl phosphate,Stannous hydroxide,C,A,0,A,2025-06-08T09:02:58.764002,Dental
75394ad7-5dde-4b6b-8cec-7365972b5dd6,147,"Fluoride pit and fissure sealants belong to which
generation?",I,II,III,IV,D,A,0,A,2025-06-08T09:03:00.320283,Dental
2e8bf810-fae5-49c4-8d7d-b27d8073d414,148,Which of the following is true about Catlan's appliance?,It is used to treat cross-bite of maxillary posterior teeth,It is constructed on the lower anterior teeth with an inclined plane,If used for a long period it results in anterior deep bite,Of constructed on the upper anterior teeth it has a 45 degree angulation,B,A,0,A,2025-06-08T09:03:01.990635,Dental
0209aeca-8c86-4341-afbf-d702a7f4f47c,149,Which teeth are least involved in periodontitis?,Lower incisor and lower molar,Lower premolar and upper canine,Upper molars and upper incisors,Lower incisors and upper molars,B,B,1,B,2025-06-08T09:03:03.580090,Dental
6b3b112c-3f6a-4f33-afe6-421e410a1700,150,Production and citation impact of published work of a scientist or scholar,Impact factor,Citation,H index,Z index,B,C,0,C,2025-06-08T09:03:05.593369,Dental
b84028e6-34ae-44f6-9deb-10d9122d592f,151,Ig in GCF?,Ig A,Ig M,Ig G,Ig D,C,A,0,A,2025-06-08T09:03:07.257603,Dental
8db1c114-d051-431f-93d1-4a7f2ae7d2a6,152,The function of compensating curve is,To provide balanced occlusion in complete dentures when mandible is protruded,To aid in establishing an incisal guide,Same as function of curve of spee,None of the above,A,A,1,A,2025-06-08T09:03:08.851748,Dental
bbe12324-c347-478e-b5bb-9a39e8969571,153,Hammock ligament is present:,Between temporal and sphenoid bone,Between hamular notch and mandible,In apical area of a tooth,As a part of deep cervical fascia,C,B,0,B,2025-06-08T09:03:10.920073,Dental
7c79a7f1-20d7-4205-a05a-f974ecc2186c,154,Centric holding cusp is?,Mesiobuccal cusp of maxillary 1st molar,Mesiolingual cusp of mandibular first molar,Distolingual cusp of mandibular 1st molar,Mesiopalatal cusp of maxillary 1st molar,D,B,0,B,2025-06-08T09:03:12.613030,Dental
bdc7d080-b3a4-4edb-acc4-08a35d181e75,155,Pickling is done:,To remove oxide film from casting,Polish the casting,Improve the strength of casting,Avoid casting defects,A,A,1,A,2025-06-08T09:03:15.267137,Dental
a0c6e73e-5ed5-42b5-a71c-24e031f7e7e8,156,Soft tissue curettage is used for:,Shallow pockets with gingivitis,Deep pockets with gingivitis,Infrabony pockets,Oedematous gingiva,A,A,1,A,2025-06-08T09:03:17.717430,Dental
c1ad828e-687d-4f0b-b014-9b0b5555548e,157,All are true about RVG except:,80% reduction of patient exposure,Instant imaging,Easy to storage and retrieval.,Image is sharper than caused by silver halide.,D,A,0,A,2025-06-08T09:03:19.978664,Dental
62b9add2-a5e9-451f-92c2-2eee629ee143,158,"A 4 year old child sustained a fracture in central incisor one month ago. On examination, a necrotic pulp was seen with no other pathological findings. The treatment of choice is:",Watchful observation,Extraction followed by space maintainer,Pulpectomy and root canal filling with gutta percha,Endodontic treatment and root canal filling with ZOE,D,C,0,C,2025-06-08T09:03:21.913278,Dental
0915d8e7-21e1-4755-99a0-ac45b259c408,159,Bias that arises from evaluating data on patients and hospital records only such that probability of exposure to a particular factor is increased is known as:,Berkesonian bias,Confound bias,Memory or recall bias,Selection bias,A,D,0,D,2025-06-08T09:03:23.545258,Dental
bd9727ab-e559-41ba-9006-304697e2c9b7,160,Pickling:,Is accomplished by soaking the casting in baking soda,Causes porosity in gold,Removes surface oxides from gold castings,Remove investment from gold casting,C,C,1,C,2025-06-08T09:03:25.628391,Dental
4cb6b49b-3422-4add-9f90-7a7d6678be62,161,"In examining the edentulous mouth of an aged patient wearing complete maxillary denture against six mandibular teeth, the dentist will see:",Cystic degeneration of the foramina of the anterior palatine nerve,Loss of osseous structure in the anterior maxilla,Flabby tissue in the posterior region,Decrease interocclusal distance,B,C,0,C,2025-06-08T09:03:27.331077,Dental
541cbd4f-c0d8-43b8-bebe-9fabaa9023cd,162,How many scores are used in modified Dean's ﬂuorosis index?,4,6,8,5,B,A,0,A,2025-06-08T09:03:29.171346,Dental
b81486a0-3a2d-447b-b740-7d086488d10c,163,More than 80% cephalic index of a patient indicates which of the following,Brachycephalic,Mesocephatic,Dolicocephalic,Depends on age,A,A,1,A,2025-06-08T09:03:30.927231,Dental
149a2ddf-56f1-431b-ba74-5ba05950ae9e,164,"Divergence from contact area in proximal surfaces
causes embrasures:",Facially,Lingually,Cervically,"Facially, lingually, cervically & occlusally",D,C,0,C,2025-06-08T09:03:32.714996,Dental
f90856e7-a924-43b9-9e08-89b95508c61f,165,Retromolar pad:,Should not be covered by Low denture,Should be covered by lower denture,Has tendon of temporal muscle attached to it,Disappears on eruption of mandibular last molars,B,B,1,B,2025-06-08T09:03:34.529872,Dental
56889b42-0d93-428e-bc1e-b4e7432944a7,166,Extra retention in abutment teeth is obtained with:,Dovetail,"Slots, pins and grooves",Outline form,Increasing tooth reduction,B,B,1,B,2025-06-08T09:03:35.999445,Dental
815a13ca-72f8-4964-8732-04f03b313aa4,167,Sonic frequency range is:,1000-2000 Hz,1500-6000 Hz,"20,000-30,000 Hz","10,000 Hz",B,A,0,A,2025-06-08T09:03:48.691581,Dental
4a7410ad-78f0-457e-abf9-b5beb5ec4a1c,168,Cause of apical periodontitis is/are:,Sequel of pulpal diseases,Wedging of foreign object between the teeth,High points in restoration,All of the above,D,D,1,D,2025-06-08T09:03:50.140789,Dental
3c7f7351-8925-4c0e-89e7-1d4b8e806797,169,"Which of the following series act as the best space
maintainer in a child's mouth?",Restored deciduous tooth,Acrylic partial denture,Distal shoe space maintainer,Band and loop space maintainer,A,D,0,D,2025-06-08T09:03:51.600897,Dental
10bc576b-b04f-41cf-ba0f-f6536df45ca2,170,"Of all the solvent used to dissolve Gutta Percha, safest & efficacious G.P. solvent is?",Halothane,Chloroform,Methylchloroform,Xylene,B,B,1,B,2025-06-08T09:03:53.382859,Dental
bf4732f0-2a61-4911-8463-11e3bee37870,171,The primary action of topical fluoride is a:,Conversion of hydroxyapatite to fluoroapatite,Decrease in the plaque bacteria,Form a reservoir in saliva,Improve morphology of teeth,A,A,1,A,2025-06-08T09:03:54.776217,Dental
4329bad6-ab20-42bc-8cb5-b89601d7bdee,172,Gingival massage increases blood supply in:,Epidermis,Basal layer,Lamina propria,All of the above,C,C,1,C,2025-06-08T09:03:56.433599,Dental
3b514c9e-965c-463a-b141-9dcecd91c957,173,Initial calcification of crown represents Which Nolla's stage:,Stage 1,Stage 2,Stage 3,Stage 4,B,B,1,B,2025-06-08T09:03:58.062094,Dental
2b325080-a90d-4813-b2bd-cfa4fa246c27,174,Plastic carrier size of 40-90 in carrier base Gutta percha are made from?,Poly propylene,Poly Sulphone,Poly Sulphide,Liquid crystal plastic,B,A,0,A,2025-06-08T09:03:59.579212,Dental
22f5d1c3-8073-452a-937e-63414dc5065e,175,All of the following are true for light cure composite except:,Held at distance of 1 mm from tooth,Use of orange glass shield for eye protection,Polymerization reaction continues for a period of 72 hours,Adding increments of 1-2 mm,C,C,1,C,2025-06-08T09:04:01.120994,Dental
6e76c806-14b1-49b3-a6f9-898a83447e54,176,Acromegaly is associated with,Class. I malocclusion,Class. I cross bite,Class. II malocclusion,Class. III malocclusion,D,D,1,D,2025-06-08T09:04:02.728335,Dental
c2f14586-a3c9-42c3-8b6a-d287acf43802,177,The appropriate force required to tip a tooth is:,10 - 20mg,35 - 60mg,50 - 70mg,70 - 100mg,B,B,1,B,2025-06-08T09:04:04.332201,Dental
43d111d5-07dd-464c-88c4-c14a27b9f6be,178,Which of the following is function of fluoride flux in soldering process?,It prevents the formation of copper oxide,It prevents the formation of chromium oxide or dissolves chromic oxide layer,It prevents the flow of material in undesirable area,Increases the strength of solder,B,A,0,A,2025-06-08T09:04:05.874467,Dental
28b161b6-372b-497e-828b-1321193679c7,179,"The forces acting through a fixed partial denture on the
abutment tooth should be directed:",As far as possible at right angles to the long axis of the teeth,Parallel to the long axis of the teeth,By decreasing the mesio-distal dimension,None of the above,B,B,1,B,2025-06-08T09:04:07.316255,Dental
0849c1f4-59c8-4984-bbf5-bbe26d241f17,180,The tipping of a tooth results in the fibers of the PDL to be:,All compressed,All stretched,Half compressed half stretched,No effect,C,C,1,C,2025-06-08T09:04:09.055335,Dental
d8458f0b-fe46-465b-9f9d-85ff2379f6e1,181,"Term ""Clean Tooth Never Decays"" given by",Perrie Fauchard,Leon J Williams,Dean,MJ Rihanna,B,C,0,C,2025-06-08T09:04:10.836753,Dental
8ad57c73-2ace-4454-810b-03aebb65f424,182,Reactive oxygen metabolite in lysosomes is released by,Peroxidase,NADPH oxidase,Superoxide dismutase,Catalase,B,B,1,B,2025-06-08T09:04:12.554454,Dental
91670015-d49a-46d1-9ca2-925f832c300e,183,Square root of pq/n indicates:,Standard error of mean,Standard error of difference of means,Standard error of proportions,Standard error of difference in proportions,C,A,0,A,2025-06-08T09:04:14.407532,Dental
fac1c57f-f361-406f-a09e-007278ccec16,184,"Which of the following should be treated by using a 
tissue conditioner material?",Tissue symptoms related to diabetes mellitus,Generalized ridge hyperplasia,Traumatized mucosa caused by ill fitting dentures,Sharp residual ridge in molar area,C,C,1,C,2025-06-08T09:04:16.352737,Dental
f3a56182-648b-4ca9-9e60-6ef497b1b54f,185,Sensitivity in gingival area of class II light cured composite restoration after 2 months is due to:,Improper cavity preparation at gingival margin,Curing from occlusal area only,Addition of resin in multiple increments,Curing from buccal and lingual aspect,A,A,1,A,2025-06-08T09:04:18.031921,Dental
961cefc7-4740-4428-89fc-32f3782b5f5d,186,Which dentifrices should be used for periodontal patients?,Tooth powders with high abrasive content,Tooth pastes with high abrasive content,Tooth pastes with minimum abrasive content,All of the above,C,C,1,C,2025-06-08T09:04:20.053395,Dental
dcefed9b-19be-4331-ac01-6876e7d194f4,187,Which of the following bacteria is responsible for progression of dental caries:,Actinomyces spp.,Proteolytic bacteria,Acidogenic bacteria,Gram positive bacteria,B,C,0,C,2025-06-08T09:04:22.020900,Dental
bb51425d-0636-48c5-89ca-4358036b933b,188,If multiple firing is done to opaque layer of dental porcelain than It become,Too Smooth,Too glazed,Become more opaque,Crack,B,D,0,D,2025-06-08T09:04:23.887555,Dental
